11:20;99;73;65;419.000000
11:22;99;74;64;419.000000
11:24;99;73;64;419.000000
11:26;99;73;65;419.000000
11:28;99;74;64;419.000000
11:30;99;74;64;419.000000
11:32;99;73;64;418.000000
11:34;99;74;64;418.000000
11:36;99;74;64;419.000000
11:38;99;74;65;419.000000
11:40;99;74;65;419.000000
11:42;99;74;64;419.000000
11:44;99;74;64;419.000000
11:46;99;74;64;419.000000
11:48;99;74;65;419.000000
11:50;99;74;64;419.000000
11:52;99;74;65;419.000000
11:54;99;74;65;419.000000
11:56;99;74;65;419.000000
11:58;99;74;64;419.000000
12:00;99;74;65;418.000000
12:02;99;74;64;419.000000
12:04;99;73;65;418.000000
12:06;99;74;64;419.000000
12:08;99;73;64;419.000000
12:10;99;73;64;419.000000
12:12;99;74;64;419.000000
12:14;99;74;65;419.000000
12:16;99;74;65;419.000000
12:18;99;74;64;418.000000
12:20;99;74;65;419.000000
12:22;99;74;65;419.000000
12:24;99;74;65;419.000000
12:26;99;73;65;418.000000
12:28;99;74;64;418.000000
12:30;99;74;64;419.000000
12:32;99;74;65;419.000000
12:34;99;74;65;419.000000
12:36;99;74;65;419.000000
12:38;99;74;65;418.000000
12:40;99;74;65;418.000000
12:42;99;74;65;418.000000
12:44;99;74;65;419.000000
12:46;99;74;64;419.000000
12:48;99;74;65;419.000000
12:50;0;57;41;0.000000
12:52;0;47;25;0.000000
12:54;0;45;23;0.000000
12:56;0;43;19;0.000000
12:58;0;43;19;0.000000
13:00;0;42;19;0.000000
13:02;0;42;18;0.000000
13:04;0;42;19;0.000000
13:06;0;42;19;0.000000
13:08;0;42;18;0.000000
13:10;0;42;18;0.000000
13:12;0;42;18;0.000000
13:14;0;42;18;0.000000
13:16;0;42;18;0.000000
13:18;0;42;18;0.000000
13:20;0;42;19;0.000000
13:22;99;59;39;419.000000
13:24;99;71;63;419.000000
13:26;99;73;63;419.000000
13:28;99;73;64;419.000000
13:30;99;73;65;419.000000
13:32;99;74;65;419.000000
13:34;99;74;65;418.000000
13:36;99;74;65;419.000000
13:38;99;74;65;418.000000
13:40;99;74;65;419.000000
13:42;99;74;65;418.000000
13:44;99;74;65;419.000000
13:46;99;74;65;419.000000
13:48;99;74;65;419.000000
13:50;99;74;67;419.000000
13:52;99;74;65;419.000000
13:54;99;74;65;419.000000
13:56;99;75;65;419.000000
13:58;99;74;67;419.000000
14:00;99;74;65;418.000000
14:02;99;74;65;419.000000
14:04;99;74;65;418.000000
14:06;99;74;65;419.000000
14:08;99;74;67;419.000000
14:10;99;74;65;419.000000
14:12;99;74;65;419.000000
14:14;99;75;65;419.000000
14:16;99;74;65;419.000000
14:18;99;75;65;419.000000
14:20;99;74;67;419.000000
14:22;99;74;65;419.000000
14:24;99;74;65;419.000000
14:26;99;74;67;418.000000
14:28;99;74;67;419.000000
14:30;99;74;65;419.000000
14:32;99;74;66;419.000000
14:34;99;74;67;419.000000
14:36;99;74;65;418.000000
14:38;99;75;67;418.000000
14:40;99;74;65;418.000000
14:42;99;74;67;419.000000
14:44;99;74;67;419.000000
14:46;99;74;65;419.000000
14:48;99;74;66;419.000000
14:50;99;75;65;419.000000
14:52;99;74;67;419.000000
14:54;99;74;67;419.000000
14:56;99;74;65;419.000000
14:58;99;75;65;419.000000
15:00;99;75;65;419.000000
15:02;99;75;65;419.000000
15:04;99;74;65;419.000000
15:06;99;74;65;419.000000
15:08;99;74;65;419.000000
15:10;99;75;65;419.000000
15:12;99;74;67;419.000000
15:14;99;74;65;419.000000
15:16;99;74;65;419.000000
15:18;99;74;67;419.000000
15:20;99;74;65;419.000000
15:22;99;75;67;419.000000
15:24;99;75;67;419.000000
15:26;99;75;67;419.000000
15:28;99;74;67;419.000000
15:30;99;74;67;418.000000
15:32;99;75;65;419.000000
15:34;99;74;67;419.000000
15:36;99;75;65;419.000000
15:38;99;74;67;419.000000
15:40;99;74;65;419.000000
15:42;99;74;65;419.000000
15:44;99;75;67;419.000000
15:46;99;74;67;419.000000
15:48;99;74;67;419.000000
15:50;99;75;65;419.000000
15:52;99;75;65;419.000000
15:54;99;74;65;419.000000
15:56;99;75;65;419.000000
15:58;99;75;65;418.000000
16:00;99;75;65;418.000000
16:02;99;75;65;419.000000
16:04;99;74;65;419.000000
16:06;99;75;67;419.000000
16:08;99;74;65;418.000000
16:10;99;74;67;419.000000
16:12;99;75;65;419.000000
16:14;99;75;65;418.000000
16:16;99;74;65;418.000000
16:18;99;74;67;418.000000
16:20;99;75;67;419.000000
16:22;99;74;67;419.000000
16:24;99;75;67;419.000000
16:26;99;75;65;419.000000
16:28;99;75;67;419.000000
16:30;99;74;67;419.000000
16:32;99;74;65;419.000000
16:34;99;75;65;419.000000
16:36;99;75;67;419.000000
16:38;99;75;65;419.000000
16:40;99;74;67;419.000000
16:42;99;75;65;418.000000
16:44;99;75;67;418.000000
16:46;99;74;65;419.000000
16:48;99;74;67;418.000000
16:50;99;74;67;418.000000
16:52;99;75;65;418.000000
16:54;99;74;67;419.000000
16:56;99;75;67;418.000000
16:58;99;74;67;419.000000
17:00;99;74;67;419.000000
17:02;99;74;67;419.000000
17:04;99;75;65;419.000000
17:06;99;75;65;419.000000
17:08;99;75;65;419.000000
17:10;99;74;65;418.000000
17:12;99;75;67;419.000000
17:14;99;74;67;419.000000
17:16;99;75;67;419.000000
17:18;99;74;67;419.000000
17:20;99;74;67;419.000000
17:22;99;75;67;418.000000
17:24;99;75;65;419.000000
17:26;99;74;67;419.000000
17:28;99;74;65;419.000000
17:30;99;74;65;419.000000
17:32;99;75;67;419.000000
17:34;99;75;65;418.000000
17:36;99;74;65;419.000000
17:38;99;75;65;419.000000
17:40;99;75;67;418.000000
17:42;99;75;67;419.000000
17:44;99;74;65;419.000000
17:46;99;75;65;419.000000
17:48;99;75;67;419.000000
17:50;99;75;67;419.000000
17:52;99;74;67;419.000000
17:54;99;74;65;419.000000
17:56;99;74;65;418.000000
17:58;99;74;67;419.000000
18:00;99;74;65;418.000000
18:02;99;74;65;419.000000
18:04;99;74;67;418.000000
18:06;99;74;67;418.000000
18:08;0;62;51;380.000000
18:10;99;74;67;419.000000
18:12;99;74;65;419.000000
18:14;99;74;67;419.000000
18:16;99;74;67;419.000000
18:18;99;74;67;419.000000
18:20;99;74;67;419.000000
18:22;99;74;67;419.000000
18:24;99;74;67;419.000000
18:26;99;74;65;419.000000
18:28;99;74;65;419.000000
18:30;99;74;67;419.000000
18:32;99;74;67;419.000000
18:34;99;74;67;418.000000
18:36;99;74;67;419.000000
18:38;99;74;67;418.000000
18:40;99;74;65;419.000000
18:42;99;74;65;419.000000
18:44;99;74;67;419.000000
18:46;99;75;67;419.000000
18:48;99;74;67;419.000000
18:50;99;74;67;419.000000
18:52;99;75;65;419.000000
18:54;99;74;67;419.000000
18:56;99;75;67;419.000000
18:58;99;74;67;419.000000
19:00;99;75;65;419.000000
19:02;99;74;67;419.000000
19:04;99;75;65;419.000000
19:06;99;75;65;419.000000
19:08;99;75;65;419.000000
19:10;99;75;67;418.000000
19:12;99;75;65;418.000000
19:14;99;75;67;419.000000
19:16;99;74;67;419.000000
19:18;99;74;67;419.000000
19:20;99;75;67;419.000000
19:22;99;74;65;419.000000
19:24;99;74;67;419.000000
19:26;99;75;65;419.000000
19:28;99;75;65;419.000000
19:30;99;74;65;419.000000
19:32;99;75;67;418.000000
19:34;99;75;67;419.000000
19:36;99;75;67;419.000000
19:38;99;75;67;419.000000
19:40;99;75;65;418.000000
19:42;99;75;65;419.000000
19:44;99;75;67;419.000000
19:46;99;75;66;418.000000
19:48;99;75;67;418.000000
19:50;99;75;67;419.000000
19:52;99;75;65;419.000000
19:54;99;75;65;419.000000
19:56;99;74;67;419.000000
19:58;99;75;67;419.000000
20:00;99;75;67;418.000000
20:02;99;75;67;419.000000
20:04;99;75;67;419.000000
20:06;99;75;67;419.000000
20:08;99;74;67;418.000000
20:10;99;75;67;418.000000
20:12;99;75;65;419.000000
20:14;99;75;65;419.000000
20:16;99;74;65;419.000000
20:18;99;75;65;419.000000
20:20;99;74;67;419.000000
20:22;99;75;67;419.000000
20:24;99;75;65;419.000000
20:26;99;74;65;419.000000
20:28;99;74;65;419.000000
20:30;99;74;65;419.000000
20:32;99;74;65;419.000000
20:34;99;75;67;418.000000
20:36;99;74;65;419.000000
20:38;99;74;65;418.000000
20:40;99;74;65;419.000000
20:42;99;74;65;419.000000
20:44;99;74;67;419.000000
20:46;99;74;67;419.000000
20:48;99;74;67;419.000000
20:50;0;59;43;0.000000
20:52;0;47;27;0.000000
20:54;0;45;23;0.000000
20:56;0;44;22;0.000000
20:58;0;43;19;0.000000
21:00;0;43;19;0.000000
21:02;0;43;18;0.000000
21:04;0;43;19;0.000000
21:06;0;42;19;0.000000
21:08;99;69;57;418.000000
21:10;99;72;63;419.000000
21:12;99;73;64;418.000000
21:14;99;74;64;418.000000
21:16;99;74;65;0.000000
21:18;99;74;65;418.000000
21:20;99;74;65;418.000000
21:22;99;74;64;418.000000
21:24;99;74;64;418.000000
21:26;99;74;65;419.000000
21:28;99;74;65;419.000000
21:30;99;74;65;418.000000
21:32;99;74;65;418.000000
21:34;99;74;65;419.000000
21:36;99;74;65;419.000000
21:38;99;74;65;419.000000
21:40;99;74;65;419.000000
21:42;99;74;65;419.000000
21:44;99;74;65;419.000000
21:46;99;74;65;419.000000
21:48;99;74;65;419.000000
21:50;99;74;65;419.000000
21:52;99;74;65;419.000000
21:54;99;74;65;419.000000
21:56;99;74;65;419.000000
21:58;99;74;65;419.000000
22:00;99;74;65;418.000000
22:02;99;74;65;419.000000
22:04;99;74;65;419.000000
22:06;99;74;65;419.000000
22:08;99;74;65;419.000000
22:10;99;74;65;419.000000
22:12;99;74;65;419.000000
22:14;99;74;65;419.000000
22:16;99;74;65;419.000000
22:18;99;74;65;419.000000
22:20;99;74;65;419.000000
22:22;99;74;65;418.000000
22:24;99;74;65;419.000000
22:26;99;74;65;419.000000
22:28;99;74;65;419.000000
22:30;99;74;65;419.000000
22:32;99;74;65;419.000000
22:34;99;74;65;419.000000
22:36;99;74;65;419.000000
22:38;99;74;65;419.000000
22:40;99;74;65;419.000000
22:42;99;74;65;419.000000
22:44;99;74;65;419.000000
22:46;99;74;65;419.000000
22:48;99;74;65;419.000000
22:50;99;74;65;419.000000
22:52;99;74;65;419.000000
22:54;99;74;65;419.000000
22:56;99;74;67;419.000000
22:58;99;74;65;419.000000
23:00;99;74;65;419.000000
23:02;99;74;67;419.000000
23:04;99;74;65;419.000000
23:06;99;74;65;419.000000
23:08;99;74;65;419.000000
23:10;99;74;65;419.000000
23:12;99;74;65;418.000000
23:14;99;74;65;419.000000
23:16;99;74;65;419.000000
23:18;99;74;67;419.000000
23:20;99;74;65;419.000000
23:22;99;74;65;419.000000
23:24;99;74;65;419.000000
23:26;99;74;65;419.000000
23:28;99;74;65;419.000000
23:30;99;74;65;419.000000
23:32;99;74;65;419.000000
23:34;99;74;65;419.000000
23:36;99;74;65;419.000000
23:38;99;74;65;419.000000
23:40;99;74;65;419.000000
23:42;99;75;67;419.000000
23:44;99;74;65;419.000000
23:46;99;74;65;419.000000
23:48;99;74;65;419.000000
23:50;99;75;65;419.000000
23:52;99;74;65;419.000000
23:54;99;74;65;419.000000
23:56;99;74;65;419.000000
23:58;99;74;65;419.000000
00:00;99;74;65;419.000000
00:02;99;74;65;419.000000
00:04;99;74;65;419.000000
00:06;99;74;67;419.000000
00:08;99;74;65;419.000000
00:10;99;74;65;419.000000
00:12;99;74;65;419.000000
00:14;99;74;65;419.000000
00:16;99;74;65;419.000000
00:18;99;74;65;419.000000
00:20;99;74;65;419.000000
00:22;99;74;65;419.000000
00:24;99;74;65;419.000000
00:26;99;74;65;419.000000
00:28;99;74;65;419.000000
00:30;99;74;65;419.000000
00:32;99;74;65;419.000000
00:34;99;74;65;419.000000
00:36;99;74;65;419.000000
